idorganization,passwordhash,name,abbreviation,juridicalentity_idjuridicalentity,street,streetnumber,postal,city,province_idprovince,telnr,faxnr,url,organizationtypeother,goal,organizationkeywordother,remark,active,datecreated,email
500,,Het Spilvarken,,1,Abdisstraat,16 A,9000,Gent,4,,,www.hetspilvarken.be,,"Op 6 maanden tijd willen we meer dan een ton erkend voedselafval hergebruiken als voer voor varkens. We installeren stadsvarkens als afvalverwerker, vriend en als helper. Daarnaast willen we allerlei impact meten met universiteiten. Onderzoek voeren vanuit de concrete actie.",NULL,NULL,1,6/15/2015 10:13,
501,,Erfgoedcel Leie Schelde,POLS,4,Tolpoortstraat,79,9800,Deinze,4,,,www.polsregio.be,,"intergemeentelijk samenwerken rond cultuur en cultureel-erfgoed, het in kaart brengen en ontsluiten ervan",NULL,NULL,1,6/19/2015 14:38,
502,,Inagro vzw,,1,Ieperseweg,87,8800,rumbeke,5,,,www.inagro.be,,"Onderzoeks- en adviescentrum voor land- en tuinbouw.

De afdeling educatie en verbreding 'Onthaal op de boerderij' tracht het bredere publiek meer vertrouwd te maken met landbouw, en stelt zich hierbij voorop een zo correct mogelijk beeld te geven over hedendaagse landbouw en voedselvoorziening.",NULL,NULL,1,7/8/2015 15:50,
503,,PSY,,4,Zonnelaan,29,1860,Meise,2,,,http://isaverberckmoes.wix.com/psy-meise,,psychotherapeutische behandeling,NULL,NULL,1,8/1/2015 00:43,
504,,Vlaamse Bowlingsport Federatie,BBSF,1,Kolonel Bourgstraat,125,1140,Evere,2,,,,,Promoten van de bowlingsport,NULL,NULL,1,8/31/2015 11:40,
505,,Erfgoedcel Land van Dendermonde,,4,Nijverheidsstraat,3,9200,Dendermonde,4,,,www.egclandvandendermonde.be,Cultureel-erfgoedconvenant ,"De erfgoedcel zet haar schouders onder het inventariseren, het behoud en beheer en het toegankelijk maken van het lokaal erfgoed voor een zo breed mogelijk publiek. Ze doet dit door sensibiliseren, ondersteunen, en uitwisselen van kennis en expertise. ",NULL,NULL,1,8/31/2015 12:20,
506,,Humanistische Jongeren vzw,Hujo,1,Anspachlaan,111,1000,brussel,6,,,hujo.be,,"landelijk erkend jeugdwerk (vakanties en vrijetijdsactiviteiten, vorming animatoren, sensibilisering, ...)",NULL,NULL,1,8/31/2015 17:23,
507,,Vlaams Fonds voor de Letteren,VFL,4,Generaal Van Merlenstraat,30,2600,Berchem,1,,,,,Geïntegreerd letterenbeleid en ondersteuning van literaire veld,NULL,NULL,1,9/3/2015 16:13,
508,,Ter Sterre,,1,Passendaalsestraat,26,8890,Moorslede,5,,,,,onderwijs aanbieden aan leerlingen die onder type 9 vallen.,NULL,NULL,1,9/8/2015 12:39,
509,,Vlaamse Schermbond,VSB,1,Boomgaardstraat,22-Jul,2600,Berchem,1,,,www.vlaamseschermbond.be,,"De Vlaamse Schermbond creëert voor zijn leden (de clubs) een meerwaarde door de middelen aan te bieden zodat zij (de clubs) hun leden (de schermers) op een kwaliteitsvolle wijze kunnen vormen tot gezonde, sportieve personen, hetzij op een recreatief, wedstrijd -of topsportniveau.",NULL,NULL,1,9/9/2015 16:28,
510,,District Berchem,,4,Grotesteenweg,150,2600,Berchem,1,,,,,"District, plaatselijke overheid  die een verzameling van diensten als communicatie, jeugd, senioren, cultuur, sport, stedelijk wijkoverleg en openbaar domein aanbiedt.",NULL,NULL,1,9/24/2015 19:08,
511,,Ghapro,,1,Verversrui,3,2000,antwerpen,1,,,www.ghapro.be  en  www.infosexwork.be,,Gezondheidszorg en hulpverlening bieden aan sekswerkers,NULL,NULL,0,9/29/2015 12:04,
512,,CATAPA,,1,Koningin Maria Hendrikaplein,5-Jun,9000,Gent,4,,,,Vrijwilligersorganisatie,"De huidige politieke en economische systemen leiden tot een aantal sociale, culturele, economische, ecologische en intergenerationale onrechtvaardigheden. Ook de milieu- en klimaatcrisis wijst ons op onze verantwoordelijkheid om hoogdringende initiatieven te nemen. Die collectieve verantwoordelijkheid is groter dan ooit. CATAPA wil constructieve, vreedzame uitwegen en oplossingen bieden aan deze crisissen.",NULL,NULL,1,9/30/2015 09:59,
513,,Foxbox,,4,Christiaan van der Heydenlaan,24 A,9041,oostakker,4,,,,,"Vanuit een leeronderneming een bedrijf opstarten voor mensen met een latent talent. Het doel is om afgestudeerde leerlingen aan het werk te krijgen in een bedrijf ( in samenwerking met sociale economie of een bestaand maatwerkbedrijf) dat onder andere seizoensgebonden decoratie verhuurt onder de vorm van jaarabonnementen.

Over dit concept verscheen er een artikel op de site van de Sociale Innovatiefabriek.

http://socialeinnovatiefabriek.be/nl/praktijk/foxbox#sthash.K1t92rQt.dpbs",NULL,NULL,1,11/8/2015 10:58,
514,,Servicepunt vrijwilligers Stad Antwerpen,,4,Carnotstraat,110,2060,Antwerpen,1,,,,,#NAAM?,NULL,NULL,1,11/16/2015 14:09,
515,,UHasselt,,4,Martelarenlaan 42,42,3500,Hasselt,3,,,,,onderzoek & onderwijs verrichten,NULL,NULL,1,11/17/2015 14:23,
516,,Groen-fractie Vlaams parlement,,4,Leuvenseweg,85,1000,Brussel,6,,,,parlementaire fractie,cf. Groen: ecologisch en sociaal,NULL,NULL,1,12/11/2015 08:29,
517,,Gent Festival van Vlaanderen,,1,Kleine Gentstraat,46,9051,Sint-Denijs-Westrem,4,,,gentfestival.be,,"Gent Festival van Vlaanderen is in 2016 al aan zijn 59e editie toe (17.09 > 01.10.2016). Dit festival maakt het grote verschil door zijn diversiteit, creativiteit en topkwaliteit. Jaarlijks staan maar liefst 180 concerten op het programma (klassiek & wereldmuziek), waar ruim 1500 (inter)nationale artiesten aan meewerken. Topkwaliteit, prachtige locaties en originele concepten zoals OdeGand, Parklife en OdeGand By Night zorgen ervoor dat het festival jaar na jaar ruim 55.000 bezoekers aantrekt.",NULL,NULL,1,2/15/2016 10:57,
518,,VOLTA,,4,Marlylaan,15-Aug,1120,Neder-over-heembeek,6,,,,Sectororganisatie voor het paritair comité van de elktro-installatiebedrijven (Psc 149.01),"VOLTA is een overkoepelende organisatie van de 3 sectororganisaties in België van het paritair comité voor de elektro-installateurs:

1) Tecnolec vzw: zorgt voor technologisch ondersteuning van de elektrosector 

2) Vormelek vzw: zorgt voor onderzoek in de sector, opleidingen, onderwijs, ...

3) Het Fonds voor Bestaanszekerheid van de sector zorgt voor aanvullende vergoedingen/premies van arbeiders in de sector.

Alle 3 deze organisatie onder de koepel VOLTA zijn paritair beheerd, d.w.z. door zowel werkgeversorganisaties (federaties) als werknemersorganisaties (vakbonden).",NULL,NULL,1,2/16/2016 17:42,
519,,"Departement Cultuur, Jeugd, Sport en Media",CJSM,4,Arenbergstraat,9,1000,Brussel,6,,,www.cjsm.vlaanderen.be,,"Depqrtement gericht op cultuur, jeugd, sport en media van de Vlaamse overheid. Onder andere het Agentschap Sociaal-Cultureel Werk voor Jeugd en Volwassenen, Kunsten en Erfgoed en het Koninklijk Museum voor Schone Kunsten Antwerpen zijn ook opgenomen in het Departement Cultuur, Jeugd, Sport en Media.",NULL,NULL,1,2/24/2016 09:23,
520,,"Expertisecentrum voor Technisch, Wetenschappelijk en Industrieel Erfgoed",ETWIE,1,Van Beethovenstraat,8-Oct,2800,Mechelen,1,,,www.etwie.be,,"Als we het heden willen begrijpen moeten we het verleden van wetenschap, techniek en industrie leren kennen en dus  het erfgoed ervan bestuderen en zo mogelijk bewaren. Onze samenleving is namelijk ondenkbaar zonder wetenschap, techniek en industrie. ETWIE, het expertisecentrum voor technisch, wetenschappelijk en industrieel erfgoed, wil daarbij helpen door zo veel mogelijk mensen te sensibiliseren, onderzoek te stimuleren en het erfgoedveld te ondersteunen.",NULL,NULL,1,3/10/2016 10:15,
521,,Architecture Archive - Sint-Lukasarchief VZW,AA-SLa,1,Vanderlindenstraat,22,1030,Schaarbeek,6,,,www.sint-lukasarchief.be,Privaatrechtelijke archiefinstelling,"Het Architecture Archive – Sint-Lukasarchief VZW zet zich als architectuurarchief en documentatiecentrum in voor de maatschappelijke bewustwording van het architecturaal geheugen van het Brussels Hoofdstedelijk Gewest en het Vlaams Gewest. Het AA-SLa stimuleert het  onderzoek rond het architecturaal, cultureel en sociaal leven door zich te richten op het bewaren, beheren en ontsluiten van het cultureel erfgoed dat getuige is van de bestaande en verdwenen architecturale en stedenbouwkundige omgeving van de 19e, 20e en 21e eeuw.",NULL,NULL,1,3/14/2016 10:31,
522,,Brussels Museum van de Molen en de Voeding,BMMV,4,Windmolenstraat,21,1140,Evere,6,,,www.molenevere.be,Museum (van Gemeente Evere,"Het Brussels Museum van de Molen en de Voeding bevindt zich in de voormalige molen van Evere en herbergt vandaag een permanente collectie over de geschiedenis van de maalderij en voeding. Naast het openstellen van dit historisch pand voor het publiek, werkt het team ook elk jaar een tijdelijke tentoonstelling uit over een thema in relatie tot voeding",NULL,NULL,1,3/16/2016 12:06,
523,,Erfgoedcel Pajottenland Zennevallei,Erfgoedcel PZ,4,Molenstraat,102,1700,Dilbeek,2,,,,projectvereniging,"Erfgoedcel Pajottenland Zennevallei wil de bewoners van de regio warm maken voor het rijke culturele erfgoed dat zich in onze regio bevindt. Dit willen we doen in samenwerking met lokale besturen, erfgoedverenigingen en –organisaties en erfgoedenthousiastelingen.",NULL,NULL,1,3/18/2016 11:56,
524,,Autonoom Gemeentebedrijf Stedelijk Onderwijs Antwerpen,AG SO,4,Lange Gasthuisstraat,15,2000,Antwerpen,1,,,www.stedelijkonderwijs.be,,"Toegankelijk, kwalitatief en geëngageerd: het autonoom gemeentebedrijf Stedelijk Onderwijs Antwerpen biedt als één van de grootste inrichters van onderwijs in Vlaanderen dagelijks bijna 55.000 leerlingen en cursisten de kans om hun talenten en sociale vaardigheden te ontwikkelen. 6 545 leerkrachten, ondersteunende medewerkers en beleidsmedewerkers motiveren en inspireren hen daarbij. Onze droom is iedereen helemaal op zijn plek krijgen.",NULL,NULL,1,3/18/2016 15:10,
525,,Onzen Heertje vzw,OH,1,Doornstraat,11:00 AM,8970,POPERINGE,5,,,Onzen Heertje,Erfgoedvereniging,"Het conserveren, inventariseren en digitaliseren om toegankelijk te maken voor het publiek. Vooral de wetenschappelijke achtergrond van de devotionalia voor de nakomelingen bereikbaar maken voor de beleving wegdeint of geladen doorgegeven wordt.",NULL,NULL,1,3/24/2016 11:18,
527,,vzw Cohousing Eikenberg,,1,Eikenberg,27A,8310,Sint-Kruis,5,,,www.cohousingeikenberg.be,,oprichting specifiek cohousingproject (ecologisch met sociale inclusie,NULL,NULL,1,4/16/2016 16:09,
528,,Architectuurarchief Provincie Antwerpen,APA,4,Parochiaanstraat,7,2000,Antwerpen,1,,,http://www.provincieantwerpen.be/aanbod/drem/dienst-erfgoed/architectuurarchief.html,,"Globale archiefwerking rond privé-archieven van actoren bedrijvig in het veld van architectuur en bouwgeschiedenis, van 1800 tot nu.",NULL,NULL,1,4/21/2016 16:48,
529,,Indigo vzw,,1,Goswin De Stassartstraat,9,2800,Mechelen,1,,,www.indigovzw.be,,We zijn een multidisciplinaire organisatie die zich richt tot mensen met (het vermoeden van) een ontwikkelingsstoornis. Onze hoofdactiviteit is het bieden van diagnostiek en begeleiding. Daarnaast proberen we via diverse activiteiten en projecten de maatschappelijke integratie van onze doelgroep te verbeteren. Projecten richten zich tot op heden voornamelijk tot volwassenen met een autismespectrumstoornis. ,NULL,NULL,1,5/3/2016 12:13,
530,,museum DE MINDERE,,1,capucienessenstraat,1,3800,sint-truiden,3,,,www.demindere.be,,het museum DE MINDERE beheert en ontsluit het franciscaans erfgoed. Een deel van de collectie is tentoongesteld en illustreert het verhaal van Franciscus en zijn 'mindere broeders'. het gedachtengoed van Franciscus is nog steeds actueel en inspireert. projecten van tijdelijke tentoonstellingen sluiten hierbij aan. voor kinderen is er een educatief programma; ze kunnen in het museum op zoek gaan met Vik en Vera.,NULL,NULL,1,5/14/2016 09:50,
531,,Erfgoedcel Mijn-Erfgoed,,4,Evence Coppéelaan,87,3600,Genk,3,,,www.mijnerfgoed.be,Projectvereniging,"De Limburgse Mijnstreek ademt cultureel erfgoed. In As, Beringen, Genk, Heusden-Zolder, Houthalen-Helchteren en Maasmechelen zitten verrassende collecties, zijn er betoverende plekken, hoor je ontroerende en verrassende verhalen…

eVeel van dat cultureel erfgoed is uiteraard te linken aan het rijke mijnverleden van deze gemeenten, maar het erfgoedveld in de Mijnstreek is veel uitgebreider dan dat: denk maar aan het religieus erfgoed, de talrijke musea en privéverzamelingen, heemkundige kringen die zich bezig houden met dialecten en straatnaamkunde, oude gewoonten en gebruiken, tradities en feesten, oorlogsherinneringen- en herdenkingen…

Erfgoedcel Mijn-Erfgoed wil dat cultureel erfgoed in kaart brengen en helpen bewaren, het zo toegankelijk mogelijk maken voor een groot publiek, en samenwerken met de erfgoedactoren in de streek. ",NULL,NULL,1,5/26/2016 15:35,
532,,cultureel erfgoed annuntiaten heverlee,,1,Naamsesteenweg,355,3001,Heverlee,2,,,,private erkende regionale archiefinstelling,"het roerend cultureel erfgoed en beschermd onroerend erfgoed van de zrs annuntiaten Heverlee, hun scholen en ontwikkelingsactiviteiten in situ te bewaren en te ontsluiten dmv wetenschappelijk onderzoek, publicaties, expo en educatie.",NULL,NULL,1,5/30/2016 11:07,
533,,Humasol,,1,Desguinlei,214,2018,Antwerpen,1,,,www.humasol.be,,"humasol is een vzw die als doelstelling heeft om hernieuwbare energie, water en duurzame technologie toegankelijk te maken voor iedereen. Wij werken rond deze thema’s in Afrika, Azië en Zuid-Amerika.

humasol werkt nauw samen met lokale partners in het Zuiden om samen een betrouwbare en propere energievoorziening uit te bouwen. Wij voeren technische projecten uit, zoals het ontwerpen en installeren van fotovoltaïsche zonnepanelen, en socio-economische projecten, zoals het opzetten van lokale beheersorganisaties die de installaties onderhouden en opvolgen

Onze projecten worden uitgevoerd door studenten en vrijwilligers die, na een grondige voorbereiding in België, verschillende weken of maanden op projectlocatie doorbrengen.",NULL,NULL,1,6/11/2016 18:43,
534,,ywca-antwerpen,,1,paleisstraat,39-41,2018,antwerpen,1,,,www.ywca-antwerpen.org,,"versterken vrouwen - bruggen slaan tussen vrouwen van verschillende achtergrond, cultuur, generatie",NULL,NULL,1,6/12/2016 21:37,
535,,GoodPlanet Belgium,GoodPlanet,1,Edinburgstraat,26,1050,Brussel,6,,,www.goodplanet.be,,"GoodPlanet Belgium inspireert jong en oud om een duurzame samenleving te realiseren, door positieve acties te ondernemen en expertise te delen. Jaarlijks bereiken onze 50 medewerkers zo 350.000 kinderen, jongeren en volwassenen over heel België.",NULL,NULL,1,6/15/2016 22:14,
536,,West-Vlaamse Milieufederatie vzw,WMF,1,Beenhouwersstraat,7-Feb,8000,Brugge,5,,,www.wmfkoepel.be,,"De WMF overkoepelt 85 West-Vlaamse natuur- en milieuverenigingen. Dit zijn zowel erkende, als niet erkende streekverenigingen, regionale, thematische en gewestelijke natuur- en milieuverenigingen, werkzaam in West-Vlaanderen.

 

De WMF wil de natuur en het leefmilieu in de provincie West-Vlaanderen beschermen en verbeteren door het beïnvloeden van overheden, maatschappelijke organisaties en het versterken van het middenveld. De WMF wil de lijm zijn tussen de West-Vlaamse milieu- en natuurverenigingen en verwoordt de gemeenschappelijke standpunten naar het beleid. Ze is ook het aanspreekpunt voor zowel de provinciale diensten, als de natuur- en milieuverenigingen in West-Vlaanderen.",NULL,NULL,1,6/16/2016 09:52,
537,,Epo vzw,,1,Lange Pastoorstraat,25-27,2600,Berchem,1,,,http://www.epo.be/drukkerij/,,milieu verantwoord en hoog kwalitatief drukwerk ,NULL,NULL,1,7/18/2016 10:37,
538,,Narrata,,1,Kanaalstraat,15,3650,Dilsen-Stokkem,3,,,www.narrata.be,,"Narrata heeft als doel om ondersteuning te bieden (aan ouders, opvoeders, onderwijs) rond voorlezen (ifv leesbevordering en als kracht ifv algemene ontwikkeling van kinderen).",NULL,NULL,1,7/18/2016 13:37,
539,,Werkgroep voor Rechtvaardige en Verantwoorde Landbouw vzw,Wervel vzw,1,Edinburgstraat,26,1050,Brussel,6,,,www.wervel.be,,"Wervel komt op voor een eerlijke landbouw die eerst en vooral voor eerlijke, evenwichtige en smakelijke voeding zorgt. Recht op gezonde voeding hangt samen met een gezonde bodem en een warme, inclusieve samenleving. Wervel brengt mensen hiervoor samen, breidt zijn netwerken uit en creëert maatschappelijk draagvlak. Wervel baseert zich op inzichten van pioniers, legt verbanden, doet aan lobbywerk rond concrete dossiers en biedt haalbare antwoorden op “en wat kan ik daar aan doen?”",NULL,NULL,1,7/19/2016 16:58,
540,,ywca antwerpen vzw,,1,Paleisstraat,39,2018,Antwerpen (2018),1,,,www.ywca-antwerpen.org,,"Ywca antwerpen vzw is een pluralistische ledenorganisatie van en voor vrouwen. De vereniging werkt aan een samenleving waarin vrouwen en mannen dezelfde kansen hebben en hun basisrechten op duurzame wijzeworden vervuld. De organisatie steeft ernaar vrouwen te versterken, zodat zij volwaardig kunnen participeren in de samenleving ongeacht hun origine.",NULL,NULL,1,7/29/2016 17:01,
541,,Uitstraling Permanente Vorming vzw,UPV vzw,1,Pleinlaan,5,1050,Elsene,6,,,http://upv.vub.ac.be/,Vormingsinstelling,"Steunend op het principe van vrij onderzoek, gebaseerd op kritisch, onafhankelijk denken, vrije meningsuiting en onderlinge dialoog levert UPV vzw een bijdrage tot de vorming van verantwoordelijke en geëmancipeerde burgers door hen in hun vrije tijd in contact te brengen met wetenschap en wetenschapsontwikkeling. Op deze wijze draagt UPV vzw bij tot de ontplooiing van het individu en komt ze tegelijkertijd tegemoet aan de sociale uitdagingen waar de moderne en snel evoluerende samenleving en haar burgers voor staan.",NULL,NULL,1,8/3/2016 10:41,
542,,Koninklijk Museum voor Midden-Afrika,KMMA,4,Leuvensesteenweg,13,3080,Tervuren,2,,,www.africamuseum.be,,Wetenschappelijk onderzoek in/over Afrika en Afrikaanse diaspora's; museum over Afrika en Afrikaanse diaspora's,NULL,NULL,1,8/30/2016 15:14,
543,,Pulse Transitienetwerk Cultuur,Pulse,4,Gallaitstraat,86/4,1030,Brussel,6,,,www.pulsenetwerk.be,,Pulse Transitienetwerk Cultuur gelooft dat cultuur een motor kan zijn voor de transitie naar een sociaal-rechtvaardige en duurzame samenleving. Het verbindt een 1000-tal culturele organisaties en individuen die experimenteren met duurzame alternatieven voor ons huidige samenlevingsmodel. ,NULL,NULL,1,9/12/2016 17:55,
544,,DeMens.nu/unie vrijzinnige verenigingen,,1,Brand Whitlocklaan,87,1200,Brussel,6,,,www.demens.nu,,"Vrijzinnig humanistische waarden verspreiden.



deMens.nu  biedt aan iedereen die het wenst vrijzinnig humanistische dienstverlening in de huizenvandeMens. In een huisvandeMens kan je terecht voor informatie, een luisterend oor (morele bijstand), de viering van belangrijke momenten in je leven (plechtigheden) en activiteiten (gemeenschapsvorming).",NULL,NULL,1,9/14/2016 12:06,
545,,Karrenmuseum,,1,Moerkantsebaan,52,2910,Essen,1,,,www.karrenmuseum.be,Museum,"Het Karrenmuseum is een museum met kwaliteitslabel dat erkend is op regionaal niveau. Het beheert de grootste collectie karren, wagens en koetsen van België en Nederland. Behalve de voertuigen ontsluit het museum ook immaterieel erfgoed in de vorm van gelieerde ambachten als wagenmaken, wielen maken en smeden. Het Karrenmuseum is een kenniscentrum op het gebied van restauraties en behoud en beheer van met name houten, historische voertuigen.",NULL,NULL,1,9/16/2016 13:37,
