"idquestionlog","question_idquestion","datecreated","event","description","attachment","manual"
"11109","2616","2015-08-05 13:55:36","Vraag is op inactief gezet","Vraag is op inactief gezet","NULL","0"
"11110","2616","2015-08-05 13:55:42","Vraag is op inactief gezet","Vraag is op inactief gezet","NULL","0"
"11111","2616","2015-08-05 13:55:48","Vraag is op inactief gezet","Vraag is op inactief gezet","NULL","0"
"11112","4339","2015-08-10 09:18:52","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11113","4343","2015-08-10 09:18:52","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11114","4338","2015-08-10 09:19:50","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11115","4344","2015-08-10 09:19:50","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11116","4337","2015-08-10 09:20:37","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11117","4345","2015-08-10 09:20:37","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11118","4336","2015-08-10 09:21:51","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11119","4346","2015-08-10 09:21:51","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11120","4334","2015-08-10 09:23:52","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11121","4347","2015-08-10 09:23:52","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11122","4333","2015-08-10 09:24:36","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11123","4348","2015-08-10 09:24:36","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11124","4322","2015-08-11 10:52:34","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11125","4349","2015-08-11 10:52:34","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11126","4307","2015-08-11 10:55:19","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11127","4350","2015-08-11 10:55:19","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11128","4325","2015-08-11 10:56:11","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11129","4351","2015-08-11 10:56:11","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11130","4331","2015-08-11 10:57:12","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11131","4352","2015-08-11 10:57:12","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11132","4335","2015-08-11 10:59:06","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11133","4353","2015-08-11 10:59:06","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11134","4329","2015-08-11 11:00:30","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11135","4354","2015-08-11 11:00:30","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11136","4330","2015-08-11 11:01:42","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11137","4355","2015-08-11 11:01:42","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11138","4328","2015-08-11 11:02:37","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11139","4356","2015-08-11 11:02:37","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11140","4347","2015-08-11 11:44:28","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11141","4357","2015-08-13 15:40:05","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11142","4358","2015-08-13 15:44:17","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11143","4359","2015-08-13 15:49:26","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11144","4341","2015-08-17 15:07:49","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11145","4268","2015-08-18 08:34:44","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11146","4357","2015-08-18 08:41:32","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11147","4358","2015-08-18 08:41:39","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11148","4359","2015-08-18 08:41:46","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11149","4357","2015-08-18 10:34:05","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11150","4358","2015-08-18 10:37:18","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11151","4359","2015-08-18 10:38:00","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11152","4360","2015-08-18 12:48:08","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11153","4360","2015-08-19 13:48:17","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Brussel door Centrale Unit","NULL","0"
"11154","3921","2015-08-19 15:04:40","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11155","4050","2015-08-19 15:12:45","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11156","3997","2015-08-19 15:13:11","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11157","4096","2015-08-19 15:14:22","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11158","3911","2015-08-19 15:15:07","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11159","4073","2015-08-19 15:15:35","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11160","4234","2015-08-19 15:17:02","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11161","3869","2015-08-19 15:18:08","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11162","3869","2015-08-19 15:18:58","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11163","3912","2015-08-19 15:19:30","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11164","3995","2015-08-19 15:20:01","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11165","4237","2015-08-19 15:20:38","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11166","2474","2015-08-19 15:21:33","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11167","4178","2015-08-19 15:22:42","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11168","3905","2015-08-19 16:39:19","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","Verwerkt. Actie: NVT door Wetenschapswinkel Gent.","NULL","0"
"11169","4280","2014-07-14 10:01:21","wijziging vraag","wijziging vraag","questionlogs:11169:wewi_bijlage_logo gezond+_wijziging vraag.docx","1"
"11170","4360","2015-08-20 10:59:20","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11171","4360","2015-08-24 11:51:08","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11172","4360","2015-08-24 13:43:13","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11173","4360","2015-08-24 13:45:21","Vraag aangepast door Regionale Winkel","Vraag aangepast door Regionale Winkel","NULL","NULL"
"11174","4360","2015-08-24 17:08:10","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"11175","4018","2015-08-26 09:19:11","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11176","4357","2015-08-28 09:47:43","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11177","4362","2015-08-28 09:47:43","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11178","4358","2015-08-28 09:48:34","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11179","4363","2015-08-28 09:48:34","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11180","4359","2015-08-28 09:49:12","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11181","4364","2015-08-28 09:49:12","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11182","4340","2015-08-28 09:52:47","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Brussel.","NULL","0"
"11183","4365","2015-08-28 09:52:47","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11184","4365","2015-08-28 09:54:20","Regionale vraag gewijzigd","Regionale vraag gewijzigd","NULL","0"
"11185","4366","2015-08-28 10:38:41","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11186","4367","2015-09-01 13:35:57","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11187","4368","2015-09-01 13:42:36","Vraag aangemaakt","Vraag aangemaakt","NULL","0"
"11188","4359","2015-09-02 11:43:01","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11189","4369","2015-09-02 11:43:01","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11190","4358","2015-09-02 11:52:27","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11191","4370","2015-09-02 11:52:27","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11192","4358","2015-09-02 11:52:27","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11193","4371","2015-09-02 11:52:27","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11194","4357","2015-09-02 12:03:05","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11195","4372","2015-09-02 12:03:05","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11196","4339","2015-09-02 12:55:59","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11197","4373","2015-09-02 12:55:59","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11198","4338","2015-09-02 12:56:46","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11199","4374","2015-09-02 12:56:46","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11200","4337","2015-09-02 12:57:32","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11201","4375","2015-09-02 12:57:32","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11202","4336","2015-09-02 12:58:33","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11203","4376","2015-09-02 12:58:33","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11204","4340","2015-09-02 13:03:35","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11205","4377","2015-09-02 13:03:35","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11206","4333","2015-09-02 13:14:38","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11207","4378","2015-09-02 13:14:38","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11208","4332","2015-09-02 13:19:35","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11209","4379","2015-09-02 13:19:35","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11210","4331","2015-09-02 13:22:37","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11211","4380","2015-09-02 13:22:37","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11212","4330","2015-09-02 13:27:28","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11213","4381","2015-09-02 13:27:28","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11214","3922","2015-09-03 15:03:30","VUB","VUB","NULL","1"
"11215","4252","2015-09-02 15:05:15","VUB","VUB","NULL","1"
"11216","3960","2015-09-02 15:06:43","VUB","VUB","NULL","1"
"11217","4115","2015-09-03 15:08:35","VUB","VUB","NULL","1"
"11218","4191","2015-09-03 15:09:26","VUB","VUB","NULL","1"
"11219","4328","2015-09-03 15:24:10","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11220","4382","2015-09-03 15:24:10","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11221","4327","2015-09-03 15:26:03","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11222","4383","2015-09-03 15:26:03","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11223","4325","2015-09-03 15:29:11","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11224","4384","2015-09-03 15:29:11","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11225","4324","2015-09-03 15:30:07","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11226","4385","2015-09-03 15:30:07","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11227","4323","2015-09-03 15:31:14","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11228","4386","2015-09-03 15:31:14","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11229","4322","2015-09-03 15:38:38","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11230","4387","2015-09-03 15:38:38","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11231","4321","2015-09-03 15:39:47","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11232","4388","2015-09-03 15:39:47","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11233","4308","2015-09-03 15:42:55","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11234","4389","2015-09-03 15:42:55","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11235","4307","2015-09-03 15:45:21","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"11236","4390","2015-09-03 15:45:21","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"11237","4101","2015-09-03 15:52:08","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
